hire_id,candidate_id,department,role,required_skills,years_experience_required,salary_offer,gender,ethnicity,hired,interview_score,date_posted,date_hired
220,96202,Sales,Finance Associate,JavaScript,2,90430,Male,Hispanic,0,6,2020-05-29 12:32:24,2018-09-08 19:33:42
221,61663,Engineering,Data Analyst,ML,5,97031,Other,White,1,4,2021-09-28 12:25:18,2019-01-20 13:56:54
222,25708,Finance,Sales Rep,Cloud,2,111973,Female,White,1,2,2021-01-03 08:12:21,2024-09-18 22:49:20
223,59811,Marketing,Finance Associate,Cloud,8,84596,Female,Asian,0,6,2022-08-03 18:20:51,2018-06-18 09:16:47
224,12811,Marketing,Data Analyst,Excel,2,26713,Female,Hispanic,1,1,2018-06-07 12:29:40,2023-08-18 06:55:19
225,66250,Finance,Software Engineer,Leadership,1,45428,Male,Hispanic,1,1,2021-03-22 09:58:17,2021-02-28 22:30:54
226,82082,HR,Data Analyst,ML,7,87160,Male,Black,1,5,2023-08-21 19:43:43,2021-05-16 09:09:29
227,44754,Operations,Data Analyst,Excel,5,91171,Other,Asian,0,6,2022-04-19 21:40:36,2023-03-23 09:21:50
228,21411,Marketing,Marketing Exec,Communication,7,105729,Non-Binary,Asian,1,2,2018-03-16 12:32:10,2023-07-22 03:28:41
229,12911,Finance,Finance Associate,Leadership,6,85843,Non-Binary,Hispanic,0,8,2020-09-03 18:08:57,2019-06-09 18:12:42
230,77270,Sales,Sales Rep,JavaScript,2,48003,Non-Binary,Mixed,1,4,2019-02-28 11:39:31,2021-09-22 08:55:27
231,93763,Finance,Marketing Exec,ML,7,105169,Non-Binary,Hispanic,1,4,2024-08-12 14:59:06,2021-08-11 00:20:49
232,18680,HR,HR Manager,Cloud,9,119764,Female,Hispanic,1,5,2024-05-18 11:32:05,2022-06-16 06:31:11
233,94896,HR,Data Analyst,Excel,0,67077,Male,Hispanic,1,4,2022-06-09 21:50:59,2022-04-30 19:23:18
234,93879,Engineering,HR Manager,Cloud,0,51730,Non-Binary,White,1,5,2023-12-08 23:18:27,2021-09-17 12:45:11
235,81295,Marketing,Marketing Exec,ML,9,97981,Female,Other,1,3,2020-04-29 23:11:21,2024-05-30 03:26:51
236,98614,Engineering,Finance Associate,Cloud,7,104817,Male,Asian,1,8,2021-06-28 02:01:38,2020-08-15 09:23:32
237,21111,Finance,Marketing Exec,Excel,8,97138,Male,Other,0,6,2019-06-04 10:50:31,2020-06-30 17:06:22
238,47504,Operations,Finance Associate,Leadership,9,90573,Male,White,0,8,2020-11-08 13:00:37,2023-07-28 23:59:12
239,11802,Operations,Finance Associate,Excel,5,53869,Female,Mixed,0,5,2024-04-23 09:07:04,2024-10-29 15:34:13
240,18155,HR,Software Engineer,Python,4,56076,Non-Binary,Black,1,7,2019-10-28 20:25:08,2018-02-04 07:45:48
241,83656,Operations,Data Analyst,Cloud,1,117166,Male,Mixed,1,7,2018-02-26 17:40:53,2023-08-12 04:31:14
242,49384,Operations,Marketing Exec,Python,8,111005,Female,Asian,1,6,2024-03-31 22:26:48,2019-08-31 01:09:08
243,57254,Operations,Finance Associate,Leadership,5,50094,Male,Black,0,4,2024-04-01 08:19:15,2019-07-19 20:25:26
244,31918,Finance,Marketing Exec,Python,7,51817,Other,Other,1,6,2020-06-12 09:38:46,2021-01-03 22:53:27
245,95981,Operations,Marketing Exec,Cloud,8,35555,Other,Mixed,0,9,2018-05-13 19:26:36,2023-08-15 22:21:09
246,70713,Sales,Finance Associate,ML,8,95656,Female,Asian,1,4,2021-01-18 02:11:53,2019-01-11 14:21:28
247,40306,Operations,Sales Rep,Communication,7,105214,Non-Binary,Mixed,1,6,2018-04-03 22:12:59,2019-11-29 14:26:56
248,26646,Operations,HR Manager,Leadership,9,75193,Non-Binary,Black,0,6,2018-11-02 02:38:33,2024-05-15 17:29:13
249,56843,Engineering,Data Analyst,Excel,7,29715,Male,Black,1,3,2020-01-09 22:45:30,2022-10-20 12:34:21
250,26371,Finance,Data Analyst,JavaScript,2,59162,Non-Binary,Mixed,0,4,2024-06-13 23:43:49,2019-10-01 13:28:29
251,87371,HR,Sales Rep,Leadership,2,63458,Non-Binary,White,1,3,2019-06-03 17:16:21,2019-05-17 13:27:24
252,12049,Engineering,Software Engineer,Python,1,28140,Other,Mixed,1,3,2018-02-21 03:42:29,2019-01-11 04:06:19
253,41616,Marketing,Sales Rep,ML,0,99174,Female,Other,1,4,2023-06-07 18:39:57,2020-06-22 01:18:19
254,30932,Finance,Software Engineer,Cloud,3,42383,Other,Mixed,1,4,2020-01-20 15:19:47,2022-03-28 11:30:19
255,39855,Sales,Software Engineer,ML,1,42718,Female,Mixed,1,6,2019-07-02 04:24:57,2024-09-27 02:45:46
256,71434,Finance,Sales Rep,ML,1,101160,Male,White,1,4,2019-10-05 22:34:39,2021-08-13 13:41:07
257,82694,Marketing,Data Analyst,Cloud,4,82399,Other,Hispanic,1,6,2020-09-30 13:28:05,2023-01-31 06:45:43
258,53016,Marketing,HR Manager,JavaScript,3,112008,Female,Black,1,2,2022-06-11 12:27:55,2018-10-04 20:28:05
259,17400,Marketing,Data Analyst,Cloud,0,46863,Non-Binary,Other,0,4,2021-03-06 14:11:02,2023-04-15 05:31:18
260,52642,HR,Data Analyst,JavaScript,8,96626,Female,Asian,1,2,2023-07-21 23:30:21,2020-07-08 05:07:09
261,25151,Operations,Data Analyst,Cloud,3,36377,Non-Binary,Black,0,8,2023-01-10 14:18:25,2024-08-11 14:16:28
262,61407,Finance,Sales Rep,Python,4,108031,Male,Black,0,9,2023-10-01 00:25:30,2024-10-18 20:02:48
263,76690,Operations,Sales Rep,JavaScript,6,85523,Non-Binary,Hispanic,0,7,2019-10-15 22:28:40,2020-09-01 01:22:57
264,14499,Operations,Sales Rep,Python,1,39870,Female,Black,0,6,2019-12-30 20:01:58,2022-07-26 00:06:19
265,16295,Sales,Data Analyst,Leadership,7,82487,Other,Black,0,8,2019-02-27 07:09:38,2019-01-08 23:38:11
266,69040,Marketing,HR Manager,JavaScript,1,44300,Female,White,0,4,2022-03-29 02:01:13,2019-06-21 11:56:11
267,22183,HR,Software Engineer,JavaScript,9,80951,Other,White,1,2,2023-06-04 13:23:53,2018-10-01 13:38:57
268,39299,Sales,Marketing Exec,Cloud,4,92639,Female,White,0,4,2023-01-15 16:40:06,2020-11-05 02:39:10
269,22874,Engineering,Software Engineer,JavaScript,1,115731,Female,White,0,5,2022-04-19 16:05:45,2018-04-02 06:33:10
270,42711,HR,Software Engineer,Python,1,97126,Male,White,1,9,2021-01-11 03:20:45,2020-05-08 16:48:27
271,15539,Operations,Marketing Exec,Leadership,3,67980,Non-Binary,Other,0,5,2019-06-06 02:46:28,2022-09-26 22:10:40
272,63351,HR,Data Analyst,Cloud,3,57050,Female,Asian,0,9,2024-01-09 09:21:25,2022-06-10 20:48:10
273,71267,Marketing,HR Manager,Excel,7,27921,Other,Hispanic,1,9,2023-09-23 05:14:50,2022-01-12 22:58:49
274,58354,Engineering,HR Manager,Leadership,5,95270,Non-Binary,Mixed,1,8,2023-02-23 15:41:16,2024-04-12 12:11:16
275,12557,Marketing,Software Engineer,Leadership,9,110293,Male,Other,1,5,2020-05-28 06:00:38,2023-11-24 19:41:49
276,48360,Engineering,Marketing Exec,Python,7,55328,Non-Binary,White,1,2,2018-07-01 18:18:27,2018-09-26 16:06:57
277,92018,Sales,Finance Associate,Leadership,6,85820,Female,Hispanic,1,5,2020-04-09 22:03:10,2020-06-27 00:21:41
278,12200,Operations,Data Analyst,Excel,9,48138,Other,Mixed,1,1,2022-06-21 18:53:30,2022-02-11 04:18:09
279,78497,Engineering,Software Engineer,ML,3,106573,Other,Black,1,8,2021-02-06 14:25:23,2024-10-10 03:06:26
280,56975,Engineering,HR Manager,Cloud,1,37094,Non-Binary,Other,1,2,2022-08-04 20:24:24,2020-06-14 23:45:19
281,31357,Engineering,Sales Rep,ML,8,90264,Other,Black,1,7,2022-11-15 05:39:46,2021-08-21 05:42:55
282,87505,HR,Sales Rep,Cloud,1,34028,Female,Hispanic,0,2,2023-10-11 02:15:34,2022-11-30 11:21:57
283,12869,Sales,Marketing Exec,Leadership,0,40432,Other,Asian,1,5,2021-03-31 19:27:46,2022-07-23 01:35:00
284,71135,HR,Marketing Exec,Cloud,7,68819,Other,Asian,0,7,2023-09-26 03:17:49,2018-07-13 23:01:55
285,60108,Operations,Software Engineer,Python,9,113627,Other,Hispanic,1,6,2022-03-24 21:48:13,2021-10-25 12:49:26
286,48467,Engineering,Finance Associate,Excel,8,106122,Female,Asian,1,5,2023-06-20 06:38:21,2022-05-10 10:49:33
287,33328,Sales,HR Manager,Cloud,0,30312,Male,Asian,1,6,2023-03-25 17:00:36,2018-12-09 06:19:43
288,96831,Sales,Software Engineer,Excel,6,50973,Other,Black,1,2,2024-09-27 23:08:01,2021-12-20 06:15:56
289,13987,Finance,Finance Associate,Cloud,1,80305,Male,Asian,1,1,2020-08-19 16:23:06,2018-07-17 19:21:13
290,68871,Operations,Marketing Exec,Excel,5,53973,Non-Binary,Asian,0,1,2023-12-11 17:10:05,2022-12-31 21:03:18
291,32399,Sales,Sales Rep,ML,4,69390,Non-Binary,Hispanic,0,8,2024-08-25 14:41:17,2021-10-16 21:16:43
292,56214,Engineering,Data Analyst,Python,0,41099,Female,Asian,1,3,2024-10-31 10:32:03,2021-09-12 14:59:20
293,96416,Engineering,Sales Rep,Cloud,1,74956,Female,Other,1,3,2018-12-14 20:28:06,2022-10-08 01:17:05
294,80271,Sales,HR Manager,Communication,1,39063,Female,White,1,9,2019-08-16 15:58:03,2018-10-21 11:05:02
295,54064,HR,HR Manager,Excel,9,119306,Female,White,1,6,2020-05-23 15:20:43,2019-03-19 12:10:56
296,80091,Operations,Sales Rep,Excel,9,117752,Male,Hispanic,1,4,2020-05-25 02:59:45,2019-06-25 12:33:58
297,50818,Engineering,Sales Rep,Communication,5,118196,Female,White,1,4,2022-09-17 23:36:57,2018-08-15 14:00:49
298,55525,Sales,Finance Associate,Python,0,106919,Male,Black,1,7,2024-09-09 16:38:29,2024-04-26 08:44:04
299,29830,Engineering,Software Engineer,Excel,3,34605,Other,Other,1,6,2024-01-27 13:09:06,2022-05-16 02:10:08
300,27429,Sales,Marketing Exec,Python,9,102904,Other,Other,1,2,2021-02-11 14:01:24,2021-10-22 10:43:43
301,16893,Operations,Finance Associate,Excel,4,97964,Non-Binary,Hispanic,1,9,2018-12-14 01:21:18,2018-11-19 10:33:49
302,89909,Sales,Data Analyst,Leadership,1,76205,Non-Binary,Asian,1,2,2020-12-26 05:34:33,2023-08-04 03:23:38
303,57333,Finance,Sales Rep,JavaScript,1,40817,Male,White,1,8,2018-02-14 01:31:18,2022-06-14 15:38:21
304,13436,Sales,Data Analyst,Leadership,6,27420,Female,Black,1,4,2024-09-09 18:38:10,2024-06-20 01:20:13
305,84290,Sales,Data Analyst,Excel,6,109448,Non-Binary,Hispanic,1,1,2020-10-14 07:40:23,2019-12-14 00:36:48
306,86213,Operations,Finance Associate,JavaScript,5,94853,Male,Hispanic,1,1,2024-02-12 06:58:54,2023-02-15 09:05:58
307,15895,Sales,Marketing Exec,Cloud,0,114897,Non-Binary,Asian,1,9,2024-11-18 18:26:30,2024-06-13 15:59:51
308,29738,Operations,HR Manager,Python,2,52728,Female,Mixed,1,4,2023-04-09 04:24:03,2018-05-09 21:42:35
309,40746,Finance,Software Engineer,Excel,8,82858,Male,White,0,1,2019-07-25 07:29:16,2019-09-24 17:04:44
310,59377,Operations,HR Manager,ML,9,74089,Non-Binary,Black,1,3,2022-07-30 05:32:14,2023-10-19 07:54:00
311,58404,Engineering,Marketing Exec,ML,0,109257,Female,Hispanic,1,3,2022-05-01 21:38:04,2022-04-22 14:37:02
312,64045,Operations,HR Manager,Communication,1,53964,Male,White,1,7,2024-12-20 14:10:33,2024-07-10 13:52:19
313,49790,Finance,Sales Rep,ML,7,101992,Male,Black,1,6,2022-03-04 17:16:26,2020-06-17 14:43:45
314,15600,Marketing,Sales Rep,JavaScript,6,67240,Male,Other,1,8,2018-10-23 11:18:07,2020-03-06 18:19:39
315,50764,Sales,Finance Associate,ML,8,108449,Other,Other,1,7,2020-05-09 15:54:27,2020-06-18 02:31:26
316,84543,Operations,Data Analyst,ML,9,37675,Male,Black,0,1,2018-07-25 07:30:25,2018-09-13 07:37:49
317,55714,Sales,Marketing Exec,ML,3,117525,Non-Binary,Other,0,3,2023-06-06 09:43:23,2024-09-05 05:16:13
318,66835,HR,Marketing Exec,Excel,3,85049,Male,Hispanic,1,9,2024-07-31 12:23:10,2023-09-17 20:46:04
319,83744,Engineering,HR Manager,Communication,6,106664,Male,White,1,4,2023-11-28 10:47:20,2024-03-26 16:33:17
320,66491,Engineering,Finance Associate,Python,0,73436,Male,Black,1,3,2019-01-21 01:50:31,2024-06-13 18:37:16
321,28589,HR,HR Manager,Communication,9,65213,Male,Hispanic,0,5,2019-02-12 14:43:52,2018-09-04 09:31:05
322,53484,HR,HR Manager,JavaScript,8,53111,Male,White,1,8,2020-07-04 18:40:18,2021-08-05 10:53:54
323,92989,Operations,Marketing Exec,Excel,1,29284,Other,White,1,1,2023-01-08 16:18:42,2019-02-05 02:18:00
324,46212,HR,HR Manager,Cloud,0,116029,Female,Hispanic,1,2,2020-01-21 18:21:13,2024-11-17 17:03:22
325,53525,Marketing,Data Analyst,Excel,6,42585,Other,White,1,7,2022-06-21 05:02:35,2023-05-25 14:37:32
326,57202,Sales,HR Manager,Leadership,5,90039,Non-Binary,Mixed,1,1,2019-07-20 05:40:38,2022-09-07 14:26:47
327,42635,Sales,Data Analyst,ML,2,32131,Female,Black,1,5,2020-12-06 12:32:33,2021-12-06 15:52:47
328,73208,Finance,Marketing Exec,ML,0,68382,Non-Binary,Black,1,8,2023-02-16 22:09:54,2023-09-14 07:48:26
329,43828,HR,Finance Associate,JavaScript,4,116733,Male,White,1,6,2020-08-17 16:47:51,2024-04-01 13:38:36
330,28711,HR,Sales Rep,Cloud,9,58527,Non-Binary,Hispanic,1,3,2018-01-21 03:36:38,2019-01-10 20:50:54
331,13420,Marketing,Data Analyst,Leadership,3,112493,Other,Asian,1,7,2022-10-03 15:16:26,2021-03-09 04:34:58
332,10301,Engineering,Finance Associate,Excel,4,55936,Other,Other,1,3,2022-04-05 21:25:06,2024-09-18 23:19:21
333,55236,Engineering,Finance Associate,Cloud,0,112081,Male,White,0,5,2018-01-09 22:47:35,2022-07-09 13:54:36
334,76235,Sales,Data Analyst,Python,0,78441,Male,Asian,0,7,2024-08-01 22:17:48,2024-08-06 06:37:21
335,64240,Sales,Marketing Exec,Communication,4,79598,Female,White,1,2,2022-08-29 00:41:03,2023-10-09 01:04:10
336,75726,Operations,Software Engineer,Excel,5,104220,Other,Asian,1,4,2021-04-01 06:33:05,2023-04-20 17:19:15
337,20492,Marketing,Finance Associate,Cloud,4,45642,Other,White,1,2,2020-06-17 14:28:33,2022-11-22 09:55:31
338,16102,Finance,Finance Associate,Python,1,94907,Female,Hispanic,1,7,2019-09-18 11:28:14,2018-12-20 22:50:48
339,60336,Finance,Marketing Exec,Python,8,37651,Other,Other,1,3,2024-10-04 10:32:22,2021-11-02 12:04:07
340,95314,Marketing,Marketing Exec,Leadership,4,26665,Female,Asian,1,9,2024-05-04 18:23:38,2021-09-17 13:56:38
341,36641,Finance,HR Manager,Leadership,4,31918,Other,Mixed,1,6,2021-05-02 19:47:58,2020-08-04 07:29:39
342,44584,Engineering,Marketing Exec,Communication,9,48007,Non-Binary,Hispanic,0,1,2019-12-09 20:24:52,2024-05-08 01:52:54
343,42745,Finance,Finance Associate,Python,8,100730,Non-Binary,Other,1,8,2018-05-02 10:23:13,2018-02-15 11:52:16
344,33093,Finance,Data Analyst,JavaScript,2,50035,Female,White,1,7,2021-09-29 18:50:53,2021-05-28 09:50:18
345,76105,Marketing,Software Engineer,Python,4,114352,Female,Asian,1,1,2024-02-29 01:42:17,2019-12-05 20:32:23
346,61885,Marketing,HR Manager,Cloud,4,113602,Male,Other,1,3,2020-09-08 05:39:30,2021-11-15 05:00:23
347,46631,Finance,Data Analyst,Leadership,1,101749,Other,Black,1,3,2024-04-21 18:37:00,2020-01-27 01:42:48
348,82991,HR,Software Engineer,JavaScript,3,113148,Non-Binary,Hispanic,1,3,2019-06-21 06:46:16,2024-05-22 21:04:24
349,14014,Marketing,Software Engineer,Leadership,1,47211,Male,Asian,1,7,2023-06-04 03:10:55,2022-03-29 23:53:19
350,21093,Operations,Software Engineer,Leadership,4,79587,Other,Hispanic,1,6,2019-07-28 03:32:31,2024-09-13 14:41:36
351,28070,Operations,Sales Rep,Leadership,9,51866,Non-Binary,Asian,0,2,2023-02-15 16:53:21,2022-12-19 21:11:58
352,45777,Engineering,Data Analyst,Python,1,32344,Other,Black,1,5,2020-06-21 20:27:36,2020-11-21 00:41:50
353,66958,Finance,HR Manager,ML,9,93737,Female,Mixed,0,6,2024-10-31 14:12:00,2022-09-30 13:30:40
354,92074,HR,HR Manager,Python,8,95288,Non-Binary,Black,1,2,2020-03-08 06:44:41,2023-09-17 03:51:17
355,20729,Engineering,Software Engineer,Leadership,9,87546,Non-Binary,White,1,1,2020-12-29 20:55:17,2024-08-14 10:16:47
356,55017,Finance,Data Analyst,JavaScript,5,35327,Male,Hispanic,0,4,2020-08-28 12:35:33,2020-07-29 20:08:52
357,76320,Marketing,Sales Rep,Python,7,73659,Other,Mixed,1,4,2021-09-11 23:59:15,2021-05-10 18:40:58
358,37751,Operations,Software Engineer,Leadership,8,70797,Female,Hispanic,1,4,2023-11-06 09:37:32,2022-06-24 23:12:01
359,88069,Sales,Marketing Exec,Leadership,7,96627,Female,Other,1,1,2020-10-04 17:52:17,2020-03-02 21:02:52
360,64748,HR,HR Manager,Python,4,52608,Other,Asian,0,3,2021-10-23 03:52:09,2022-11-18 02:27:14
361,15801,Sales,Finance Associate,Python,4,53285,Other,White,1,7,2022-10-29 08:56:11,2021-01-06 05:07:26
362,29190,Operations,Software Engineer,JavaScript,5,113534,Female,White,0,4,2023-11-08 23:23:06,2023-01-03 03:08:15
363,59689,Sales,Marketing Exec,Python,0,73634,Other,Hispanic,0,2,2019-12-18 16:00:28,2024-10-24 01:42:15
364,60993,Marketing,HR Manager,Communication,7,65289,Male,White,1,8,2018-11-23 06:36:53,2021-12-13 09:38:57
365,39592,Finance,Sales Rep,Cloud,1,113479,Other,Hispanic,0,1,2019-07-28 09:29:23,2022-06-13 20:43:26
366,20647,Marketing,Data Analyst,Communication,5,43007,Male,Asian,1,9,2024-12-23 17:19:32,2022-03-26 01:03:31
367,18716,Sales,HR Manager,JavaScript,8,50257,Male,Asian,0,5,2020-03-20 07:40:42,2019-12-28 03:37:06
368,98891,Marketing,Data Analyst,ML,2,110054,Other,Hispanic,1,2,2018-05-06 16:05:44,2021-10-11 08:11:39
369,97545,Operations,Data Analyst,Communication,1,54784,Non-Binary,Black,1,4,2022-01-11 13:51:16,2021-09-30 18:31:02
370,99912,HR,Sales Rep,Leadership,9,63588,Non-Binary,Black,1,3,2020-04-17 02:29:50,2023-10-19 20:30:15
371,80316,Marketing,Sales Rep,Cloud,4,69221,Male,Asian,1,7,2023-09-29 09:35:54,2021-09-25 06:10:59
372,12368,Operations,Software Engineer,Excel,8,46378,Other,Mixed,1,6,2024-03-08 17:39:51,2023-10-08 06:38:46
373,87575,HR,Software Engineer,Cloud,5,29696,Male,Black,1,9,2023-08-26 15:35:13,2024-04-03 07:47:19
374,16655,Finance,HR Manager,Communication,7,118531,Other,Hispanic,0,4,2018-07-23 11:19:43,2024-07-04 05:58:30
375,80031,Sales,Sales Rep,Excel,7,59635,Other,Asian,1,3,2021-10-06 16:45:47,2022-01-14 01:54:37
376,86429,Finance,Marketing Exec,JavaScript,6,83543,Female,White,0,7,2023-07-13 03:22:53,2022-08-24 17:29:45
377,97922,Engineering,HR Manager,Cloud,4,106259,Non-Binary,White,1,6,2018-04-29 09:03:01,2020-05-21 11:59:55
378,65766,Operations,Finance Associate,ML,1,44207,Non-Binary,Black,1,5,2023-04-10 01:55:22,2023-01-04 05:31:04
379,23403,HR,Data Analyst,Excel,9,52524,Female,Mixed,0,7,2018-04-03 09:21:30,2021-03-07 03:02:01
380,42097,Marketing,Data Analyst,Excel,9,53554,Female,Other,1,5,2020-08-10 09:54:45,2024-11-21 18:13:02
381,88657,Finance,Software Engineer,Cloud,4,36817,Female,Black,0,9,2018-04-02 14:55:10,2022-12-15 20:58:07
382,20966,HR,Marketing Exec,Communication,6,80258,Male,Mixed,1,4,2020-03-26 06:18:13,2018-11-14 03:01:11
383,62921,Operations,Sales Rep,Excel,6,87582,Male,Black,0,1,2019-01-31 13:08:13,2022-02-01 18:59:01
384,59726,Engineering,Sales Rep,JavaScript,1,25168,Male,White,1,5,2019-01-23 18:34:28,2022-09-20 01:26:55
385,60300,Finance,Software Engineer,Cloud,6,67981,Male,Mixed,0,1,2023-11-04 03:53:51,2022-09-22 02:37:37
386,32677,Sales,Finance Associate,JavaScript,5,117306,Male,White,0,1,2023-01-01 16:36:33,2019-06-07 22:24:31
387,65609,HR,HR Manager,Cloud,6,90199,Non-Binary,Hispanic,1,1,2024-11-12 07:50:56,2024-07-10 22:29:29
388,66661,Sales,HR Manager,JavaScript,7,89948,Non-Binary,Hispanic,0,1,2020-01-20 05:30:10,2023-02-06 07:10:46
389,41024,HR,Marketing Exec,Communication,3,82782,Other,Asian,1,8,2021-03-26 19:01:17,2024-03-06 13:04:08
390,80313,HR,Software Engineer,Cloud,0,105759,Non-Binary,White,1,2,2020-06-09 06:53:42,2019-10-15 17:49:12
391,63006,Operations,Software Engineer,Leadership,7,86599,Female,White,0,9,2018-02-05 19:38:27,2018-01-10 19:26:45
392,25338,Operations,Finance Associate,ML,7,98563,Non-Binary,Asian,1,7,2019-04-05 06:56:23,2018-02-22 21:15:59
393,78027,Operations,HR Manager,Communication,2,41291,Female,Hispanic,0,3,2019-10-29 08:54:58,2019-12-16 16:57:51
394,90135,Marketing,Software Engineer,JavaScript,2,78833,Non-Binary,Hispanic,0,9,2019-04-01 02:29:26,2024-09-10 00:48:29
395,29508,HR,Sales Rep,Cloud,4,115975,Male,Mixed,0,4,2023-02-02 23:45:17,2022-04-15 05:50:29
396,13051,Finance,Marketing Exec,Communication,2,112057,Non-Binary,Mixed,1,7,2021-09-15 15:48:01,2022-08-12 06:28:20
397,58747,Sales,HR Manager,JavaScript,4,115251,Other,Other,0,3,2020-12-18 15:44:29,2019-03-28 08:38:30
398,97142,Operations,Finance Associate,Python,7,112154,Male,Hispanic,1,5,2024-10-06 15:47:35,2023-01-10 17:06:15
399,97235,Operations,Marketing Exec,Python,0,119535,Male,Other,1,4,2022-05-03 10:45:34,2020-04-23 13:16:16
400,64021,Sales,Data Analyst,Excel,1,57992,Other,Black,1,6,2024-10-18 19:52:50,2023-12-31 05:25:17
401,76412,Sales,Sales Rep,ML,1,64350,Non-Binary,White,1,9,2023-06-01 19:35:56,2023-02-28 21:47:31
402,68335,HR,Finance Associate,Python,3,26573,Non-Binary,Mixed,1,5,2019-09-15 13:01:09,2021-04-26 08:16:19
403,66179,Operations,Marketing Exec,Leadership,8,33577,Other,Black,1,1,2019-12-10 10:24:38,2022-05-30 22:18:07
404,42093,Sales,Software Engineer,JavaScript,1,33712,Male,Mixed,0,5,2021-11-23 13:51:08,2020-03-26 09:57:20
405,79678,Marketing,Data Analyst,Communication,8,54948,Other,Asian,1,5,2022-04-03 18:23:31,2019-03-16 22:48:58
406,90738,Marketing,Finance Associate,Cloud,6,102700,Female,White,1,9,2021-06-04 18:29:57,2019-11-09 00:38:43
407,49734,Operations,Software Engineer,Communication,9,30217,Female,Other,1,8,2018-07-24 12:41:50,2023-08-21 05:08:06
408,82615,Sales,Sales Rep,Excel,7,85178,Non-Binary,Other,0,5,2023-11-29 03:28:34,2024-06-27 18:58:21
409,83523,HR,Data Analyst,Communication,0,110062,Male,Mixed,0,5,2023-09-26 18:23:47,2020-12-25 12:40:46
410,27019,HR,HR Manager,Python,4,51409,Female,Hispanic,1,2,2024-11-28 11:54:56,2022-02-09 15:34:29
411,93613,HR,Software Engineer,Communication,8,74040,Other,Other,0,9,2021-10-16 21:17:35,2024-08-23 05:12:19
412,96672,Engineering,Marketing Exec,Python,3,103270,Non-Binary,Asian,1,4,2020-02-27 22:18:52,2020-10-07 16:21:21
413,83847,Operations,Finance Associate,Python,1,104066,Non-Binary,Asian,0,7,2018-05-06 16:08:26,2020-10-08 21:00:43
414,92750,HR,Data Analyst,ML,5,102930,Male,Hispanic,1,6,2019-11-19 23:16:05,2022-03-16 12:32:28
415,89634,Marketing,Software Engineer,Excel,1,92035,Female,Asian,1,5,2023-04-06 23:54:27,2023-07-21 15:45:42
416,38251,Sales,HR Manager,Leadership,2,118075,Non-Binary,White,0,5,2023-11-02 22:59:51,2020-07-21 17:50:47
417,35945,Finance,Finance Associate,Leadership,7,34669,Other,Mixed,0,7,2022-09-01 23:59:59,2023-04-25 02:24:56
418,42217,Finance,Finance Associate,JavaScript,2,83247,Female,Asian,1,2,2024-08-14 19:13:24,2018-01-10 23:27:52
419,18308,HR,Software Engineer,Leadership,1,83975,Non-Binary,White,0,9,2021-08-21 12:11:05,2019-04-09 13:16:15
420,15949,Finance,HR Manager,Python,5,53562,Non-Binary,Hispanic,1,2,2019-11-06 22:51:47,2024-04-16 04:02:59
421,61990,Finance,Sales Rep,Cloud,2,46629,Female,Mixed,1,9,2023-11-02 17:23:18,2023-04-25 08:44:05
