training_id,employee_id,training_name,hours_completed,training_score,completion_date
471,1730,Leadership 101,42,51,2023-03-27 16:39:10
472,442,Excel Bootcamp,32,57,2019-01-25 04:22:53
473,4439,Excel Bootcamp,44,66,2020-09-24 10:12:31
474,3309,Leadership 101,40,63,2022-12-15 21:14:51
475,2632,Leadership 101,12,41,2021-11-07 02:21:51
476,4222,Cloud Cert,12,83,2018-09-01 06:44:11
477,1284,Leadership 101,27,76,2023-12-09 10:09:27
478,4635,Leadership 101,46,35,2019-07-03 12:23:05
479,1562,Cloud Cert,26,96,2020-10-01 07:56:21
480,2401,AI Workshop,43,53,2022-12-18 20:02:04
481,2925,Excel Bootcamp,14,77,2023-01-04 23:08:15
482,2032,Leadership 101,14,65,2018-04-27 12:31:45
483,2088,Cloud Cert,11,33,2020-05-09 18:40:18
484,2761,Excel Bootcamp,34,53,2020-03-01 22:48:07
485,4298,Leadership 101,8,4,2020-06-13 22:16:14
486,2589,Cloud Cert,39,2,2023-01-11 11:11:00
487,3413,AI Workshop,15,8,2018-01-09 23:06:20
488,1271,Excel Bootcamp,4,80,2019-12-18 16:49:49
489,2430,Leadership 101,1,22,2023-05-10 02:02:38
490,1962,Leadership 101,35,74,2021-09-26 02:31:29
491,242,AI Workshop,6,73,2022-06-06 19:17:06
492,3409,Excel Bootcamp,2,71,2023-06-12 16:59:11
493,4086,Excel Bootcamp,47,81,2020-02-24 17:33:14
494,3733,AI Workshop,19,30,2023-11-11 17:46:41
495,1435,AI Workshop,31,75,2023-10-13 00:53:56
496,96,Excel Bootcamp,19,43,2022-07-09 13:33:44
497,106,Cloud Cert,23,55,2022-12-17 20:46:13
498,4317,Leadership 101,9,15,2024-10-16 08:50:07
499,2953,Excel Bootcamp,19,71,2021-10-09 10:45:46
500,1403,Cloud Cert,13,61,2024-08-19 14:36:00
501,396,AI Workshop,8,67,2020-01-03 08:04:54
502,528,Leadership 101,28,23,2021-07-10 22:50:49
503,3128,AI Workshop,27,27,2020-06-28 22:45:41
504,2611,AI Workshop,38,94,2020-02-02 14:07:56
505,4583,Cloud Cert,42,48,2020-01-11 07:20:17
506,3355,Cloud Cert,9,61,2024-01-02 09:30:36
507,3529,Excel Bootcamp,15,16,2023-09-13 17:22:05
508,2114,Excel Bootcamp,46,14,2022-11-19 22:06:55
509,71,Leadership 101,34,52,2022-07-11 04:59:19
510,2952,Cloud Cert,25,86,2018-07-28 06:04:26
511,3750,Leadership 101,1,20,2019-05-24 08:51:50
512,1811,Excel Bootcamp,11,10,2022-02-25 21:16:39
513,1976,AI Workshop,15,58,2020-08-09 15:58:26
514,3228,Leadership 101,26,29,2020-03-15 08:06:15
515,2014,Excel Bootcamp,47,4,2021-03-04 16:26:27
516,4059,AI Workshop,38,95,2018-07-05 05:38:31
517,4959,Excel Bootcamp,33,78,2020-04-22 12:42:38
518,2753,Excel Bootcamp,49,5,2024-11-08 13:26:44
519,2226,Cloud Cert,35,38,2020-12-24 17:50:32
520,2464,AI Workshop,46,68,2023-06-18 23:20:50
521,2192,Cloud Cert,27,75,2021-09-28 06:47:59
522,4546,Excel Bootcamp,12,89,2018-06-18 23:49:01
523,2878,Excel Bootcamp,20,12,2023-06-17 23:26:25
524,4842,Leadership 101,12,52,2019-03-20 21:08:03
525,2370,Excel Bootcamp,37,95,2019-12-09 04:19:29
526,3731,Leadership 101,6,75,2024-08-09 17:00:58
527,772,Leadership 101,20,96,2020-08-28 01:46:35
528,3026,AI Workshop,23,75,2020-07-30 03:58:09
529,2222,Cloud Cert,15,71,2018-10-30 23:55:44
530,3949,Leadership 101,28,66,2023-10-19 01:25:59
531,4910,Excel Bootcamp,34,65,2019-07-23 17:50:56
532,1639,Excel Bootcamp,8,89,2019-01-18 06:47:51
533,3230,AI Workshop,20,73,2018-04-12 11:08:24
534,1577,AI Workshop,6,46,2021-08-03 12:51:33
535,4497,AI Workshop,26,93,2018-11-20 11:11:02
536,2123,Leadership 101,49,10,2024-08-23 16:56:16
537,4070,AI Workshop,18,91,2018-08-08 11:32:16
538,3968,Excel Bootcamp,14,19,2020-01-20 14:00:14
539,462,Cloud Cert,20,83,2019-04-14 04:38:53
540,1574,Excel Bootcamp,42,20,2018-09-14 09:01:10
541,1722,Cloud Cert,45,29,2019-05-24 02:34:34
542,3854,Excel Bootcamp,49,67,2024-08-28 10:13:27
543,4621,Leadership 101,1,22,2021-02-17 01:14:19
544,2744,AI Workshop,23,56,2021-07-01 16:49:20
545,68,Excel Bootcamp,40,86,2020-10-26 17:15:39
546,4795,Excel Bootcamp,16,93,2018-06-22 22:59:03
547,2811,Excel Bootcamp,45,23,2021-04-09 15:53:47
548,3761,Leadership 101,39,40,2018-02-08 05:45:56
549,977,AI Workshop,19,90,2024-02-03 13:08:17
550,3275,Leadership 101,8,47,2023-02-02 04:13:35
551,3,Excel Bootcamp,24,63,2018-04-13 06:32:51
552,3279,Leadership 101,44,86,2020-10-06 03:19:58
553,569,Cloud Cert,16,38,2021-09-24 22:58:31
554,1349,AI Workshop,13,9,2024-01-13 18:09:25
555,3848,Cloud Cert,30,85,2023-12-02 18:20:56
556,3594,Excel Bootcamp,13,50,2020-04-05 12:27:37
557,3,Cloud Cert,21,61,2018-09-13 15:28:48
558,2666,Excel Bootcamp,19,96,2018-03-29 13:14:56
559,3422,AI Workshop,27,96,2018-12-16 19:09:21
560,787,Leadership 101,38,98,2024-05-05 11:34:12
561,917,AI Workshop,44,61,2019-03-28 12:35:17
562,1233,AI Workshop,38,23,2019-08-08 21:01:46
563,3175,Cloud Cert,23,26,2021-11-03 13:42:10
564,1779,Cloud Cert,16,80,2023-01-11 23:03:50
565,331,Excel Bootcamp,46,3,2023-01-09 16:08:15
566,541,AI Workshop,24,66,2024-08-25 22:04:32
567,4359,Excel Bootcamp,44,36,2024-04-16 20:35:02
568,2097,AI Workshop,16,73,2018-01-24 23:44:56
569,489,Leadership 101,49,92,2021-11-05 08:39:10
570,4494,Cloud Cert,16,88,2023-03-08 14:05:36
571,3683,Cloud Cert,11,45,2024-09-25 15:05:11
572,1680,Excel Bootcamp,26,92,2023-11-02 07:08:09
573,1877,Cloud Cert,16,71,2022-04-03 16:02:15
574,469,AI Workshop,41,90,2020-02-12 20:06:11
575,841,AI Workshop,15,46,2024-02-02 09:42:49
576,3450,Leadership 101,18,65,2020-12-24 11:35:15
577,4157,Cloud Cert,40,35,2018-07-05 02:16:43
578,933,Cloud Cert,18,82,2020-03-03 18:05:20
579,2833,Leadership 101,35,86,2022-08-09 04:17:48
580,3071,Leadership 101,5,77,2018-02-22 07:54:39
581,3643,Excel Bootcamp,2,16,2018-08-13 22:00:22
582,1624,Excel Bootcamp,30,47,2019-08-20 17:26:39
583,3951,Leadership 101,31,93,2020-12-29 16:43:05
584,800,Cloud Cert,25,21,2018-04-29 11:19:52
585,3474,Cloud Cert,43,9,2024-08-05 19:43:51
586,886,Cloud Cert,31,93,2019-07-17 05:00:12
587,3312,Cloud Cert,19,76,2021-12-22 19:08:33
588,3081,Leadership 101,34,8,2024-08-24 13:06:49
589,4734,Leadership 101,18,74,2018-09-04 17:48:11
590,3045,Excel Bootcamp,39,98,2018-11-14 21:14:58
591,2631,Leadership 101,48,47,2020-12-29 05:20:39
592,3482,Cloud Cert,33,84,2024-05-30 23:51:33
593,909,Leadership 101,45,80,2024-05-07 21:08:42
594,1698,Excel Bootcamp,3,42,2020-12-06 14:54:08
595,299,Cloud Cert,18,11,2024-12-21 19:48:39
596,3745,Leadership 101,36,57,2020-09-05 05:45:06
597,4421,Leadership 101,26,78,2019-03-28 12:57:06
598,1700,AI Workshop,28,95,2023-01-11 19:04:20
599,3705,Cloud Cert,32,40,2023-04-09 18:18:35
600,3274,Cloud Cert,49,34,2021-01-22 09:23:26
601,1860,Excel Bootcamp,37,4,2018-01-23 01:02:28
602,999,Excel Bootcamp,7,50,2019-12-30 20:01:28
603,358,Excel Bootcamp,28,48,2022-11-28 10:13:33
604,1752,Excel Bootcamp,32,7,2021-02-16 19:23:02
605,2388,AI Workshop,41,42,2018-03-18 10:40:54
606,944,Excel Bootcamp,36,65,2023-09-08 13:13:42
607,41,AI Workshop,22,50,2023-10-26 21:49:56
608,934,Excel Bootcamp,9,46,2018-12-11 23:01:33
609,4073,Cloud Cert,17,88,2022-07-13 16:56:50
610,1227,AI Workshop,10,42,2018-09-06 10:41:46
611,1291,Cloud Cert,27,92,2021-03-19 17:22:15
612,3689,Excel Bootcamp,17,24,2018-09-06 23:29:07
613,4161,Excel Bootcamp,32,77,2018-01-31 23:49:25
614,1505,AI Workshop,44,10,2023-04-06 01:33:47
615,4807,Excel Bootcamp,42,26,2024-07-27 17:07:48
616,839,Excel Bootcamp,11,2,2018-07-21 22:54:01
617,513,Cloud Cert,45,97,2018-06-14 00:22:09
618,2503,AI Workshop,25,92,2024-05-24 03:45:52
619,3076,Excel Bootcamp,17,91,2020-01-19 04:45:47
620,4341,Excel Bootcamp,27,70,2021-08-02 18:57:16
621,2597,Excel Bootcamp,15,61,2020-02-05 17:56:53
622,1422,Excel Bootcamp,5,58,2021-07-22 01:22:55
623,1871,Excel Bootcamp,43,51,2024-01-03 04:24:09
624,1817,Cloud Cert,13,81,2019-12-14 02:20:47
625,1874,Leadership 101,6,97,2022-12-19 20:37:40
626,4034,AI Workshop,42,79,2019-08-13 01:56:48
627,3243,Leadership 101,20,46,2021-05-10 01:08:26
628,2074,AI Workshop,3,3,2022-07-07 23:53:41
629,3284,Excel Bootcamp,28,74,2021-04-29 04:55:18
630,4751,Excel Bootcamp,3,93,2020-12-16 15:22:09
631,3974,Excel Bootcamp,33,71,2023-04-07 14:08:29
632,2213,AI Workshop,2,50,2022-08-02 13:21:12
633,3853,Cloud Cert,37,36,2024-02-04 17:30:21
634,2704,Cloud Cert,29,52,2018-07-07 07:52:04
635,554,Cloud Cert,14,44,2022-06-14 01:51:55
636,1729,Cloud Cert,7,86,2018-02-03 14:05:05
637,2693,AI Workshop,44,95,2022-03-29 20:29:36
638,4703,Excel Bootcamp,4,14,2018-06-01 09:35:16
639,3499,Excel Bootcamp,21,66,2024-06-04 14:15:41
640,3523,Cloud Cert,25,49,2023-09-22 17:27:53
641,2346,AI Workshop,9,70,2024-09-12 12:45:40
642,382,Excel Bootcamp,12,83,2020-07-26 11:19:58
643,2565,Cloud Cert,12,27,2021-03-24 02:03:38
644,3555,AI Workshop,5,70,2018-01-07 04:50:58
645,608,Leadership 101,29,2,2022-12-12 17:08:08
646,1303,Excel Bootcamp,27,77,2023-12-30 16:58:50
647,2278,Cloud Cert,39,47,2022-11-18 13:40:47
648,3584,Cloud Cert,49,60,2022-01-05 14:04:09
649,3434,Cloud Cert,20,10,2023-11-08 09:39:10
650,2440,Cloud Cert,29,61,2019-02-04 16:17:36
651,1350,Cloud Cert,19,40,2024-07-14 15:09:47
652,4827,Leadership 101,36,5,2023-10-24 19:19:00
653,3178,AI Workshop,33,14,2018-10-09 02:22:04
654,2909,AI Workshop,8,95,2023-03-06 10:25:37
655,1830,Cloud Cert,30,89,2020-07-27 23:52:27
656,2988,Excel Bootcamp,34,70,2023-05-01 01:09:52
657,4486,Leadership 101,31,76,2020-09-17 07:07:37
658,2307,Cloud Cert,1,67,2020-11-05 03:25:30
659,4064,Cloud Cert,35,23,2022-03-07 07:05:39
660,1520,Cloud Cert,19,65,2019-06-24 09:11:35
661,3664,Cloud Cert,46,79,2024-03-30 16:29:45
662,3838,AI Workshop,18,77,2020-03-31 02:26:57
663,2465,Excel Bootcamp,46,38,2023-09-08 06:14:19
664,3840,Excel Bootcamp,17,14,2024-09-03 03:22:50
665,578,Cloud Cert,42,19,2020-09-15 18:06:57
666,2043,Cloud Cert,31,9,2018-08-14 20:39:31
667,2923,Cloud Cert,20,92,2022-08-31 13:29:13
668,3482,Cloud Cert,29,33,2023-01-31 12:06:11
669,611,Leadership 101,39,33,2020-12-28 21:20:43
670,3356,Excel Bootcamp,43,45,2021-11-26 23:34:21
671,171,Leadership 101,21,39,2019-09-04 22:40:49
672,2776,AI Workshop,9,33,2021-05-12 18:08:14
673,528,Leadership 101,30,4,2018-07-05 09:09:31
674,1113,Leadership 101,33,82,2020-07-17 15:01:52
675,4887,Leadership 101,18,26,2020-05-21 13:52:31
676,4455,AI Workshop,49,25,2024-08-25 05:16:53
677,2339,Excel Bootcamp,10,99,2023-04-13 10:01:36
678,1241,Leadership 101,1,82,2019-01-13 19:39:17
679,3709,Excel Bootcamp,28,33,2019-06-11 04:04:55
680,4469,Excel Bootcamp,33,18,2024-10-14 17:03:33
681,487,AI Workshop,39,29,2018-02-11 18:14:43
682,406,Excel Bootcamp,18,8,2022-10-29 17:20:43
683,3658,AI Workshop,43,49,2019-03-20 21:19:45
684,3457,Leadership 101,45,66,2023-12-22 10:56:04
685,2042,Excel Bootcamp,9,68,2020-01-10 20:01:40
686,3942,Cloud Cert,28,79,2023-05-20 07:48:55
687,4374,Cloud Cert,23,72,2021-02-17 17:30:26
688,3360,Cloud Cert,26,94,2019-03-25 01:35:09
689,727,Leadership 101,49,47,2023-02-05 08:06:40
690,2135,Excel Bootcamp,43,39,2019-08-25 05:12:49
691,4090,Excel Bootcamp,33,88,2021-10-20 13:16:00
692,2060,Excel Bootcamp,20,64,2024-11-08 21:36:39
693,339,Excel Bootcamp,16,12,2024-02-27 04:05:50
694,4551,Cloud Cert,19,36,2024-07-31 17:36:55
695,2459,Leadership 101,32,14,2018-11-25 01:38:38
696,922,Leadership 101,11,96,2018-04-23 03:55:15
697,4242,Leadership 101,46,51,2023-03-19 15:06:58
698,4188,Excel Bootcamp,44,55,2022-04-12 16:56:28
699,1867,Excel Bootcamp,40,78,2021-05-16 15:00:47
700,686,AI Workshop,47,28,2023-01-18 06:18:56
701,1565,Excel Bootcamp,26,43,2024-08-11 04:49:48
702,3826,Excel Bootcamp,1,20,2021-03-25 04:41:39
703,2703,Leadership 101,38,13,2019-03-18 03:06:44
704,3772,AI Workshop,12,46,2022-05-16 22:51:32
705,2258,AI Workshop,9,45,2021-01-11 03:20:30
706,1839,Excel Bootcamp,8,81,2022-04-12 01:06:02
707,1324,Leadership 101,31,30,2022-01-14 16:34:48
708,4504,Excel Bootcamp,20,48,2023-01-14 01:55:12
709,2682,AI Workshop,19,17,2023-02-24 10:21:29
710,3874,AI Workshop,32,96,2023-08-02 19:18:46
711,4971,Leadership 101,5,44,2024-11-04 11:59:08
712,4955,Leadership 101,31,83,2021-08-13 17:16:05
713,20,Cloud Cert,22,73,2023-02-17 20:17:34
714,4329,Excel Bootcamp,20,43,2024-04-21 19:04:28
715,793,Excel Bootcamp,12,64,2018-11-17 01:47:51
716,4337,Excel Bootcamp,19,90,2019-08-31 04:04:27
717,3290,AI Workshop,37,1,2018-06-21 03:07:01
718,2475,Leadership 101,2,49,2024-07-11 22:05:30
719,1973,Excel Bootcamp,4,19,2022-10-06 12:29:02
720,4821,Leadership 101,30,12,2018-04-14 00:15:25
721,1714,Leadership 101,23,28,2019-02-27 01:28:27
722,4151,Excel Bootcamp,21,31,2019-01-31 22:24:23
723,909,Leadership 101,5,60,2020-07-01 09:42:08
724,1201,Leadership 101,7,77,2022-02-01 00:26:00
725,3553,AI Workshop,12,53,2023-07-27 10:55:48
726,2908,Excel Bootcamp,41,53,2023-02-20 20:36:09
727,2315,Excel Bootcamp,11,11,2023-08-27 21:28:33
728,3450,Excel Bootcamp,46,12,2020-01-19 16:05:20
729,2679,AI Workshop,14,87,2019-02-08 16:07:47
730,4302,Leadership 101,39,58,2021-02-22 05:31:24
731,2644,Excel Bootcamp,3,47,2022-06-24 19:03:53
732,4116,Cloud Cert,23,93,2021-12-24 01:33:59
733,2120,Cloud Cert,3,63,2024-06-05 06:48:50
734,3148,AI Workshop,36,9,2019-09-20 18:46:54
735,3361,Excel Bootcamp,39,14,2021-06-19 20:45:02
736,243,Leadership 101,24,96,2022-01-24 17:56:57
737,430,AI Workshop,41,67,2023-11-07 15:01:07
738,4710,Leadership 101,33,7,2023-09-27 17:57:21
739,2995,Leadership 101,32,6,2019-10-19 01:34:41
740,4216,Cloud Cert,30,35,2024-06-23 16:55:21
741,248,Excel Bootcamp,36,91,2018-09-27 19:30:36
742,4883,Leadership 101,3,55,2024-01-19 10:37:20
743,318,Leadership 101,6,28,2018-04-23 06:56:09
744,717,Leadership 101,32,23,2022-10-03 08:35:59
745,4417,Leadership 101,6,10,2024-01-08 22:41:49
746,3339,AI Workshop,43,81,2022-02-15 00:32:57
747,283,Leadership 101,4,54,2022-06-17 10:07:16
748,4581,Cloud Cert,4,62,2018-12-23 16:59:00
749,4666,AI Workshop,13,15,2023-12-18 13:36:42
750,1217,Cloud Cert,49,14,2021-08-05 19:59:08
751,2575,Leadership 101,43,11,2023-12-20 23:58:42
752,3922,Excel Bootcamp,3,55,2019-12-24 10:41:19
753,3417,Cloud Cert,35,93,2020-09-29 13:59:51
754,3329,Excel Bootcamp,44,18,2020-06-27 20:57:29
755,3776,AI Workshop,47,26,2018-11-15 03:38:37
756,1826,Cloud Cert,16,47,2021-10-23 02:10:30
757,3648,Leadership 101,24,89,2023-05-08 20:18:11
758,4940,Leadership 101,40,40,2018-02-21 03:12:07
759,4093,Excel Bootcamp,24,43,2018-04-08 17:27:05
760,1090,Excel Bootcamp,46,65,2018-02-05 04:44:37
761,288,Cloud Cert,24,3,2022-06-21 04:02:30
762,1075,Excel Bootcamp,38,19,2020-04-14 07:00:26
763,2132,Leadership 101,5,11,2020-10-01 03:28:27
764,2231,Excel Bootcamp,19,92,2018-12-24 05:27:50
765,1798,AI Workshop,7,82,2019-07-23 16:39:08
766,4599,AI Workshop,30,53,2019-10-12 12:40:27
767,2567,AI Workshop,25,14,2023-08-16 16:30:55
768,4034,Excel Bootcamp,1,77,2019-12-16 11:48:04
769,2385,Cloud Cert,2,83,2020-06-10 22:42:52
770,3226,Cloud Cert,8,44,2022-09-19 14:53:48
771,4214,Excel Bootcamp,4,51,2021-10-10 04:15:43
772,4447,Excel Bootcamp,47,32,2021-03-02 19:40:47
773,4727,AI Workshop,32,43,2024-05-12 04:21:02
774,3426,Excel Bootcamp,46,33,2024-10-14 10:01:07
775,210,Cloud Cert,38,6,2023-07-23 14:02:09
776,4220,AI Workshop,49,30,2021-01-21 03:53:19
777,590,Excel Bootcamp,6,74,2019-07-19 14:57:14
778,133,Leadership 101,44,30,2021-12-29 06:49:20
779,4311,Cloud Cert,49,73,2023-04-16 00:40:39
780,3840,AI Workshop,40,6,2019-10-16 19:48:08
781,340,AI Workshop,33,70,2018-06-05 03:23:31
782,3307,AI Workshop,37,84,2023-05-17 10:37:04
783,2685,Cloud Cert,10,81,2019-11-30 14:08:21
784,1637,Leadership 101,24,2,2023-10-29 19:35:35
785,1802,Excel Bootcamp,36,2,2023-12-14 14:37:49
786,3319,Cloud Cert,3,10,2022-02-11 03:14:21
787,4274,AI Workshop,47,61,2024-05-02 22:40:04
788,4933,Excel Bootcamp,37,1,2023-03-10 19:56:10
789,1466,Cloud Cert,27,34,2019-11-09 07:25:36
790,2628,Leadership 101,24,36,2023-09-20 07:59:18
791,4888,Leadership 101,16,40,2019-03-16 18:01:25
792,3696,Excel Bootcamp,47,20,2023-07-10 04:46:55
793,475,Excel Bootcamp,32,96,2021-05-19 23:06:27
794,2360,Cloud Cert,16,56,2024-06-25 11:48:11
795,3450,Leadership 101,9,17,2022-09-14 09:57:16
796,2276,Cloud Cert,16,60,2024-04-03 02:30:25
797,1828,Cloud Cert,16,39,2023-07-18 10:51:48
798,2001,Excel Bootcamp,4,86,2020-11-09 09:15:56
799,780,Leadership 101,49,5,2019-11-07 01:47:14
800,2444,AI Workshop,11,65,2021-11-28 01:07:26
801,2120,Cloud Cert,24,95,2020-01-15 09:38:19
802,3530,AI Workshop,47,18,2018-02-20 09:26:58
803,1086,Leadership 101,31,69,2023-12-04 10:48:09
804,1472,AI Workshop,24,62,2021-10-24 19:30:10
805,1011,Cloud Cert,24,89,2023-01-09 01:06:17
806,2564,Leadership 101,24,71,2021-02-04 14:06:57
807,4954,Cloud Cert,36,14,2023-06-02 17:53:18
808,2512,Leadership 101,32,7,2024-03-01 22:32:22
809,4845,Cloud Cert,15,94,2019-07-20 19:25:50
810,2921,AI Workshop,22,17,2023-08-23 23:13:10
811,2970,Cloud Cert,34,13,2022-02-04 15:49:39
812,108,AI Workshop,39,24,2024-11-04 02:34:35
813,1382,Cloud Cert,12,63,2020-05-29 04:09:43
814,3422,Cloud Cert,17,12,2022-08-04 06:30:06
815,2790,Cloud Cert,41,18,2020-02-14 17:01:13
816,3044,Cloud Cert,42,23,2019-05-10 14:36:55
817,1691,Excel Bootcamp,2,22,2023-08-27 17:51:25
818,4840,Cloud Cert,39,25,2024-11-16 01:33:32
819,2529,Excel Bootcamp,6,44,2020-08-29 10:26:27
820,3489,Leadership 101,31,25,2024-11-25 02:34:29
821,3923,AI Workshop,49,21,2018-10-17 20:33:57
822,2641,AI Workshop,25,29,2022-07-19 17:24:46
823,2081,Excel Bootcamp,28,60,2020-09-16 11:11:59
824,1576,Leadership 101,45,8,2021-09-02 10:46:19
825,1274,Cloud Cert,26,5,2023-09-11 19:03:56
826,559,AI Workshop,4,66,2023-08-03 10:09:33
827,3967,Excel Bootcamp,29,52,2020-04-21 10:59:42
828,2733,Leadership 101,15,23,2019-07-14 15:28:03
829,2331,Leadership 101,34,2,2023-08-29 22:38:54
830,2183,Excel Bootcamp,33,86,2019-09-27 06:28:06
831,526,Leadership 101,16,85,2024-04-02 15:13:01
832,4996,AI Workshop,40,49,2024-09-26 09:33:19
833,1650,Excel Bootcamp,39,81,2019-12-15 06:07:07
834,3794,Excel Bootcamp,5,40,2021-07-03 12:29:17
835,3441,Leadership 101,34,61,2022-11-09 17:06:12
836,1872,Excel Bootcamp,22,31,2024-11-13 04:44:49
837,4518,Excel Bootcamp,37,89,2024-05-13 20:52:10
838,1940,Leadership 101,10,7,2019-09-27 22:52:53
839,3072,Excel Bootcamp,31,25,2023-11-02 20:19:54
840,147,AI Workshop,14,82,2019-05-24 05:39:46
841,3713,Excel Bootcamp,34,96,2020-10-10 16:58:49
842,2494,Leadership 101,19,58,2020-12-16 07:29:19
843,3696,Excel Bootcamp,37,61,2019-08-29 01:28:15
844,3356,AI Workshop,21,72,2022-02-18 07:50:45
845,1876,Cloud Cert,37,14,2024-08-15 18:49:22
846,1872,AI Workshop,24,6,2021-09-21 01:58:37
847,3791,Excel Bootcamp,32,23,2020-07-01 01:02:07
848,528,AI Workshop,30,79,2018-01-26 23:11:34
849,127,Cloud Cert,37,86,2021-09-25 05:11:24
850,3993,Leadership 101,38,36,2018-06-04 19:33:35
851,3621,Leadership 101,17,67,2023-06-05 20:05:39
852,2205,Leadership 101,46,45,2023-01-24 05:24:47
853,165,AI Workshop,36,44,2021-08-08 07:10:57
854,2367,Cloud Cert,31,9,2024-08-28 18:36:42
855,2555,Cloud Cert,43,69,2022-04-24 04:41:30
856,3698,Leadership 101,17,12,2020-11-17 04:38:18
857,2753,Leadership 101,14,93,2018-09-09 22:33:57
858,686,Leadership 101,6,65,2023-08-04 00:15:00
859,2770,Excel Bootcamp,30,97,2024-12-30 20:46:57
860,2773,Excel Bootcamp,19,56,2021-05-28 07:59:44
861,1086,Cloud Cert,27,21,2018-07-23 12:14:30
862,1971,Leadership 101,40,62,2023-05-23 09:06:51
863,3629,Cloud Cert,37,21,2023-05-13 18:44:56
864,1225,AI Workshop,31,91,2019-06-01 11:11:27
865,3785,Excel Bootcamp,16,2,2018-11-07 18:22:48
866,1640,Leadership 101,13,8,2018-01-27 22:42:05
867,1837,AI Workshop,15,12,2024-09-02 17:59:53
868,3559,Cloud Cert,26,22,2023-03-28 15:22:26
869,698,AI Workshop,29,49,2022-09-10 16:16:30
870,3167,Excel Bootcamp,1,9,2021-01-21 10:47:42
871,3778,AI Workshop,33,44,2021-06-26 22:00:43
872,1267,Leadership 101,34,38,2018-12-13 09:57:09
873,4341,Leadership 101,34,93,2022-10-05 02:32:57
874,225,Excel Bootcamp,48,3,2021-01-29 05:14:22
875,3767,Cloud Cert,34,86,2024-03-27 14:54:40
876,2161,Cloud Cert,21,68,2019-04-08 22:12:26
877,2739,Cloud Cert,7,93,2022-03-20 06:36:32
878,200,Cloud Cert,1,77,2018-10-14 21:10:45
879,1839,AI Workshop,1,88,2020-06-10 18:18:03
880,1320,Cloud Cert,18,2,2021-11-05 17:17:09
881,2691,Excel Bootcamp,32,3,2018-07-19 21:06:28
882,1118,AI Workshop,31,15,2020-07-30 23:36:11
883,2251,Cloud Cert,18,88,2019-07-16 09:15:33
884,1840,Leadership 101,16,50,2021-01-13 08:54:33
885,122,Cloud Cert,1,26,2021-05-07 14:22:44
886,2669,AI Workshop,44,8,2020-01-10 01:45:09
887,3320,AI Workshop,11,53,2023-12-22 22:22:16
888,4500,AI Workshop,30,5,2020-01-29 11:05:32
889,1843,Excel Bootcamp,41,72,2020-02-01 09:52:38
890,1490,AI Workshop,28,46,2024-01-02 19:35:41
891,3298,Excel Bootcamp,26,39,2023-08-10 04:00:47
892,1736,Excel Bootcamp,23,32,2020-12-09 11:59:30
893,2218,Excel Bootcamp,10,95,2020-03-16 19:15:20
894,4730,AI Workshop,11,60,2024-03-27 08:53:57
895,4048,Excel Bootcamp,45,72,2024-05-06 07:16:13
896,3299,AI Workshop,44,17,2019-08-14 17:44:04
897,124,AI Workshop,6,23,2021-10-15 12:17:18
898,4316,Cloud Cert,29,77,2022-08-28 05:22:36
899,4799,Cloud Cert,22,57,2024-09-07 07:46:17
900,4925,Excel Bootcamp,14,44,2021-05-23 01:57:26
901,3562,Cloud Cert,6,79,2020-11-19 12:11:32
902,4942,Leadership 101,44,45,2021-10-31 04:15:12
903,2949,AI Workshop,20,92,2022-10-18 01:56:25
904,131,Cloud Cert,11,48,2018-01-17 20:14:56
905,3095,Leadership 101,2,94,2024-01-19 15:21:13
906,4902,Leadership 101,44,15,2018-04-04 04:57:55
907,3512,Excel Bootcamp,25,38,2019-04-02 16:20:22
908,2310,AI Workshop,15,8,2018-02-12 14:13:28
909,3398,Leadership 101,38,46,2024-03-03 06:26:39
910,1704,Cloud Cert,5,79,2024-03-03 00:23:55
911,1059,AI Workshop,15,39,2019-05-26 06:31:55
912,4493,Cloud Cert,26,51,2022-04-15 19:23:41
913,4046,Cloud Cert,11,34,2022-09-01 01:08:17
914,3395,Leadership 101,47,36,2021-01-29 15:40:43
915,2628,Excel Bootcamp,33,20,2018-09-03 21:37:07
916,867,AI Workshop,37,13,2021-01-28 12:50:04
917,1967,Excel Bootcamp,36,44,2019-06-13 12:36:21
918,683,Leadership 101,41,45,2019-02-25 20:45:59
919,2562,Excel Bootcamp,38,47,2023-08-16 06:16:13
920,1069,Leadership 101,11,21,2023-10-24 13:28:43
921,1086,Cloud Cert,35,23,2023-07-27 17:59:26
922,934,Cloud Cert,9,46,2021-10-01 23:45:22
923,3631,Leadership 101,11,3,2024-07-26 06:57:35
924,2748,Cloud Cert,41,86,2019-05-19 06:41:31
925,1775,Leadership 101,33,93,2018-05-29 09:08:20
926,1100,AI Workshop,45,40,2020-09-25 10:50:24
927,997,Cloud Cert,33,94,2020-01-03 06:07:07
928,4908,Cloud Cert,27,64,2022-01-29 08:04:48
929,3817,Leadership 101,18,88,2023-05-23 11:57:18
930,1313,Leadership 101,11,89,2023-08-14 23:11:20
931,1250,Cloud Cert,47,76,2018-11-22 08:06:30
932,3296,AI Workshop,30,50,2022-11-28 13:21:42
933,1883,Cloud Cert,16,20,2021-07-31 11:01:44
934,4456,Leadership 101,24,97,2021-05-06 22:15:56
935,3052,AI Workshop,1,39,2018-06-27 23:34:44
936,1578,AI Workshop,11,22,2022-09-29 11:15:03
